🕘️更新时间,#genre#
山东卫视,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8$订阅源
山西卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010114$订阅源
山西卫视,https://cc06.tv12.xyz/107.m3u8$订阅源
山西卫视,https://jzb.wwkejishe.top/?id=624$订阅源
山西卫视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8$订阅源
山西卫视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8$订阅源
陕西卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010113$订阅源
陕西卫视,https://cc06.tv12.xyz/106.m3u8$订阅源
陕西卫视,https://jzb.wwkejishe.top/?id=603$订阅源
四川卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226338$订阅源
四川卫视,https://cc06.tv12.xyz/99.m3u8$订阅源
深圳卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010068$订阅源
深圳卫视,https://cc06.tv12.xyz/108.m3u8$订阅源
深圳卫视,https://smart.pendy.dpdns.org/Smart.php?id=shenzhen$订阅源
天津卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226459$订阅源
天津卫视,https://jzb.wwkejishe.top/?id=611$订阅源
西藏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225638$订阅源
西藏卫视,https://cc06.tv12.xyz/112.m3u8$订阅源
新疆卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225635$订阅源
新疆卫视,https://cc06.tv12.xyz/109.m3u8$订阅源
新疆卫视,https://jzb.wwkejishe.top/?id=623$订阅源
云南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226444$订阅源
云南卫视,https://cc06.tv12.xyz/114.m3u8$订阅源

☘️河南频道,#genre#

🎬电影频道,#genre#
CHC家庭影院,http://eastscreen.tv/ooooo.php$订阅源
CHC家庭影院,http://eastscreen.tv/ooooo.php$订阅源
CHC动作电影,http://eastscreen.tv/ooooo.php$订阅源
NewTV惊悚悬疑,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010077$订阅源
NewTV动作电影,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010003$订阅源
黑莓电影,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010073$订阅源
黑莓电影,https://epg.pw/stream/ffcb6572863f0745a7369fbd9d901f1dfd0ab8fab8bad8bebb4e01c90b303c47.m3u8$订阅源
纬来电影,https://smart.pendy.dpdns.org/Smart.php?id=videolandmovie$订阅源
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2$订阅源
天映经典,https://epg.pw/stream/cb817875cf26eb683af274dd8cdf7f559a71353d9565c32447c8d98894bc8095.ctv$订阅源
无线星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe$订阅源
东森电影,https://smart.pendy.dpdns.org/Smart.php?id=ettvmovie$订阅源
东森超视,https://smart.pendy.dpdns.org/Smart.php?id=ettvsuper$订阅源

🏀体育频道,#genre#
广东体育,http://php.jdshipin.com/PLTV/iptv.php?id=gdty$订阅源
广东体育,https://epg.pw/stream/7b470f9fc5c305db0c8622117b7b25ca00eb35ba3e93e865cf0ff9df5c736681.m3u8$订阅源
纬来体育,https://epg.pw/stream/8855a9936e37e608a0ec8a014cce1673dee9c5d68d560da376cc92e5edef2b25.m3u8$订阅源
纬来体育,https://smart.pendy.dpdns.org/Smart.php?id=videolandsport$订阅源
五星体育,https://other.ottiptv.cc/wxty.m3u8$订阅源
五星体育,https://other.ottiptv.cc/wxty.m3u8$订阅源
劲爆体育,http://php.jdshipin.com/itv6s.php?cid=hnbblive&id=2000000002000000008$订阅源
爱体育,http://php.jdshipin.com:8880/itv6s.php?cid=wasusyt&id=6000000006000290630$订阅源
精品体育,https://epg.pw/stream/f7556eccd4ae06b0c2991fdc7a4f8388496559f728cc82459a8e50346040e226.m3u8$订阅源
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai#https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=49c8041461997c7a97dbcc3c7fd11b4f&txTime=18d00acf487$订阅源
风云足球,https://cc06.tv12.xyz/41.m3u8$订阅源
风云足球,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8$订阅源
天元围棋,https://cc06.tv12.xyz/47.m3u8$订阅源
快乐垂钓,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031206$订阅源
快乐垂钓,https://cc06.tv12.xyz/56.m3u8$订阅源

🪁动画频道,#genre#
动漫秀场,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031113$订阅源
爱动漫,http://php.jdshipin.com:8880/itv6s.php?cid=wasusyt&id=6000000006000280630$订阅源
优漫卡通,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010118$订阅源
金鹰卡通,https://cc06.tv12.xyz/55.m3u8$订阅源
黑莓动画,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010002$订阅源
炫动卡通,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010117$订阅源
河北少儿科教,https://event.pull.hebtv.com/jishi/shaoerkejiao.m3u8$订阅源
火影忍者,http://cdn.jdshipin.com:8880/huya.php?id=29465866$订阅源
火影忍者,http://cdn.jdshipin.com:8880/huya.php?id=29465866$订阅源
海绵宝宝,https://live.metshop.top/douyu/3949681$订阅源
海绵宝宝,https://live.metshop.top/douyu/3949681$订阅源
中华小当家,https://live.metshop.top/huya/11342413$订阅源
经典动漫,https://www.goodiptv.club/yy/22777075$订阅源
经典动漫,https://www.goodiptv.club/yy/22777075$订阅源
漫画解说,https://yylunbo.ottiptv.cc/yy/1382735568$订阅源
漫画解说,https://yylunbo.ottiptv.cc/yy/1382735568$订阅源
漫画解说,https://www.goodiptv.club/douyu/5907076$订阅源

🎵音乐频道,#genre#
